filename,width,height,class,xmin,ymin,xmax,ymax
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0381.jpg,1280,720,rafael nadal,884,141,970,247
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0382.jpg,1280,720,roger federer,297,134,393,244
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0382.jpg,1280,720,rafael nadal,917,149,1013,250
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0383.jpg,1280,720,roger federer,268,177,373,289
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0383.jpg,1280,720,rafael nadal,953,122,1056,231
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0384.jpg,1280,720,roger federer,281,145,382,256
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0384.jpg,1280,720,rafael nadal,921,167,1018,276
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0385.jpg,1280,720,roger federer,272,166,368,273
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0385.jpg,1280,720,rafael nadal,876,141,958,247
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0386.jpg,1280,720,roger federer,311,164,404,268
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0386.jpg,1280,720,rafael nadal,856,152,948,252
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0387.jpg,1280,720,roger federer,380,168,472,272
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0387.jpg,1280,720,rafael nadal,848,177,943,277
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0390.jpg,1280,720,roger federer,513,188,581,273
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0391.jpg,1280,720,roger federer,515,223,584,309
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0392.jpg,1280,720,roger federer,535,230,598,313
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0393.jpg,1280,720,roger federer,557,211,612,297
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0394.jpg,1280,720,roger federer,539,216,620,299
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0395.jpg,1280,720,roger federer,562,244,623,332
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0402.jpg,1280,720,rafael nadal,501,250,549,330
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0541.jpg,1280,720,rafael nadal,282,152,388,294
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0541.jpg,1280,720,roger federer,600,185,727,321
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0542.jpg,1280,720,rafael nadal,241,179,363,314
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0542.jpg,1280,720,roger federer,636,190,775,331
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0543.jpg,1280,720,rafael nadal,326,200,453,340
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0543.jpg,1280,720,roger federer,681,220,822,364
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0544.jpg,1280,720,rafael nadal,385,164,500,317
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0544.jpg,1280,720,roger federer,694,182,841,329
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0545.jpg,1280,720,rafael nadal,431,181,507,334
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0545.jpg,1280,720,roger federer,726,221,880,375
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0582.jpg,1280,720,jack sock,525,126,604,223
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0583.jpg,1280,720,jack sock,587,119,664,217
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0584.jpg,1280,720,jack sock,676,108,751,211
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0585.jpg,1280,720,jack sock,731,127,807,227
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0637.jpg,1280,720,rafael nadal,398,105,440,162
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0638.jpg,1280,720,rafael nadal,440,95,482,150
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0650.jpg,1280,720,rafael nadal,651,148,697,200
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0651.jpg,1280,720,rafael nadal,618,141,665,193
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0652.jpg,1280,720,rafael nadal,589,117,633,174
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0653.jpg,1280,720,rafael nadal,570,113,617,166
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0657.jpg,1280,720,roger federer,807,355,874,431
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0661.jpg,1280,720,roger federer,595,307,689,412
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0662.jpg,1280,720,roger federer,610,327,706,433
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0663.jpg,1280,720,roger federer,618,341,724,457
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0664.jpg,1280,720,roger federer,631,354,746,480
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0665.jpg,1280,720,roger federer,649,337,758,466
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0666.jpg,1280,720,roger federer,629,329,766,475
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0667.jpg,1280,720,roger federer,635,331,766,482
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0727.jpg,1280,720,roger federer,631,214,753,372
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0727.jpg,1280,720,rafael nadal,898,214,976,382
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0728.jpg,1280,720,roger federer,608,203,743,354
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0728.jpg,1280,720,rafael nadal,889,226,967,409
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0730.jpg,1280,720,roger federer,597,207,697,347
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0730.jpg,1280,720,rafael nadal,876,280,941,425
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0731.jpg,1280,720,roger federer,549,190,676,345
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0731.jpg,1280,720,rafael nadal,823,263,923,434
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0732.jpg,1280,720,roger federer,521,208,650,354
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0732.jpg,1280,720,rafael nadal,844,277,904,443
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0788.jpg,1280,720,rafael nadal,460,137,532,224
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0788.jpg,1280,720,roger federer,663,127,738,212
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0789.jpg,1280,720,rafael nadal,413,153,489,245
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0789.jpg,1280,720,roger federer,665,140,743,229
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0790.jpg,1280,720,rafael nadal,383,138,464,225
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0790.jpg,1280,720,roger federer,626,155,712,249
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0791.jpg,1280,720,rafael nadal,404,145,483,242
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0791.jpg,1280,720,roger federer,574,123,663,225
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0792.jpg,1280,720,rafael nadal,352,162,449,264
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0792.jpg,1280,720,roger federer,581,169,677,277
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0793.jpg,1280,720,rafael nadal,345,139,439,251
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0793.jpg,1280,720,roger federer,652,145,750,251
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0794.jpg,1280,720,rafael nadal,386,162,474,270
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0794.jpg,1280,720,roger federer,688,160,790,269
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0795.jpg,1280,720,rafael nadal,309,168,413,281
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0795.jpg,1280,720,roger federer,721,168,824,294
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0796.jpg,1280,720,rafael nadal,338,149,414,257
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0796.jpg,1280,720,roger federer,795,161,906,278
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0797.jpg,1280,720,rafael nadal,365,178,472,306
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0797.jpg,1280,720,roger federer,837,213,953,337
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0798.jpg,1280,720,rafael nadal,342,192,450,308
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0798.jpg,1280,720,roger federer,829,173,951,310
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0804.jpg,1280,720,rafael nadal,386,156,474,242
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0804.jpg,1280,720,roger federer,642,214,715,306
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0805.jpg,1280,720,rafael nadal,387,150,456,239
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0805.jpg,1280,720,roger federer,636,249,688,334
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0806.jpg,1280,720,rafael nadal,335,145,417,238
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0806.jpg,1280,720,roger federer,666,261,735,341
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0807.jpg,1280,720,rafael nadal,361,151,440,239
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0807.jpg,1280,720,roger federer,740,259,810,340
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0808.jpg,1280,720,rafael nadal,371,149,449,240
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0808.jpg,1280,720,roger federer,805,255,873,335
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0809.jpg,1280,720,sam austin querry,484,188,598,352
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0810.jpg,1280,720,sam austin querry,585,185,735,358
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0811.jpg,1280,720,sam austin querry,652,186,785,362
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0846.jpg,1280,720,roger federer,611,234,701,334
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0847.jpg,1280,720,roger federer,587,236,682,333
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0848.jpg,1280,720,roger federer,681,223,750,280
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0849.jpg,1280,720,roger federer,698,208,752,272
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0850.jpg,1280,720,roger federer,689,194,756,276
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0853.jpg,1280,720,roger federer,534,120,586,189
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0854.jpg,1280,720,roger federer,582,156,629,213
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0855.jpg,1280,720,roger federer,620,184,659,240
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0856.jpg,1280,720,roger federer,603,173,641,221
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0857.jpg,1280,720,roger federer,547,164,580,208
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0872.jpg,1280,720,roger federer,515,440,553,492
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0873.jpg,1280,720,roger federer,523,439,560,495
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0874.jpg,1280,720,roger federer,532,439,570,492
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0875.jpg,1280,720,roger federer,544,435,585,489
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0876.jpg,1280,720,roger federer,556,423,598,483
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0880.jpg,1280,720,roger federer,515,125,621,250
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0881.jpg,1280,720,roger federer,576,108,689,241
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0886.jpg,1280,720,roger federer,717,245,848,404
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0926.jpg,1280,720,jack sock,590,120,840,426
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0927.jpg,1280,720,jack sock,598,131,838,445
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0928.jpg,1280,720,jack sock,582,148,831,450
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0974.jpg,1280,720,rafael nadal,581,150,612,194
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0983.jpg,1280,720,rafael nadal,754,106,804,180
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1022.jpg,1280,720,roger federer,286,89,409,250
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1022.jpg,1280,720,rafael nadal,659,171,788,316
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1023.jpg,1280,720,roger federer,175,220,318,368
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1023.jpg,1280,720,rafael nadal,647,129,762,282
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1057.jpg,1280,720,sam austin querry,662,150,703,206
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1058.jpg,1280,720,sam austin querry,691,152,734,207
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1059.jpg,1280,720,sam austin querry,691,130,731,186
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1060.jpg,1280,720,sam austin querry,642,93,683,149
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1079.jpg,1280,720,rafael nadal,377,176,483,298
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1079.jpg,1280,720,roger federer,784,188,890,318
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1122.jpg,1280,720,sam austin querry,609,101,653,156
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1234.jpg,1280,720,rafael nadal,509,285,654,414
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1234.jpg,1280,720,roger federer,704,157,835,314
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1235.jpg,1280,720,rafael nadal,497,177,612,341
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1235.jpg,1280,720,roger federer,649,198,794,358
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1236.jpg,1280,720,rafael nadal,531,202,653,366
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1236.jpg,1280,720,roger federer,658,156,797,318
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1237.jpg,1280,720,rafael nadal,435,161,582,352
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1237.jpg,1280,720,roger federer,745,204,907,379
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1238.jpg,1280,720,rafael nadal,334,202,462,362
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1238.jpg,1280,720,roger federer,789,261,947,418
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1239.jpg,1280,720,rafael nadal,307,180,467,349
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1239.jpg,1280,720,roger federer,889,293,1059,436
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1240.jpg,1280,720,rafael nadal,302,163,431,335
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1240.jpg,1280,720,roger federer,950,291,1126,444
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1251.jpg,1280,720,roger federer,569,239,612,289
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1252.jpg,1280,720,roger federer,578,221,623,278
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1268.jpg,1280,720,rafael nadal,723,163,815,259
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1269.jpg,1280,720,rafael nadal,668,162,757,258
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1270.jpg,1280,720,rafael nadal,697,123,784,245
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1271.jpg,1280,720,rafael nadal,632,177,734,281
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1272.jpg,1280,720,jack sock,642,162,730,270
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1273.jpg,1280,720,jack sock,715,168,806,285
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1274.jpg,1280,720,jack sock,700,217,791,311
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1370.jpg,1280,720,rafael nadal,507,243,574,309
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1370.jpg,1280,720,roger federer,706,245,783,331
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1373.jpg,1280,720,rafael nadal,276,230,373,310
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1373.jpg,1280,720,roger federer,814,237,909,322
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1565.jpg,1280,720,jack sock,457,188,662,441
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1587.jpg,1280,720,sam austin querry,691,185,779,286
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1596.jpg,1280,720,jack sock,792,162,828,212
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1597.jpg,1280,720,jack sock,851,163,882,216
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1608.jpg,1280,720,jack sock,600,123,802,384
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1609.jpg,1280,720,jack sock,695,114,923,411
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1610.jpg,1280,720,jack sock,671,222,909,511
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1636.jpg,1280,720,sam austin querry,285,164,375,263
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1636.jpg,1280,720,jack sock,953,171,1035,281
